"","year","imdb","title","test","budget","domgross","intgross","budget_2013.","domgross_2013.","intgross_2013.","totalgross2013"
"469",2009,"tt1278340","Dead Snow","FAIL",800000,"46742","2194020",868585,50749,2382117,2432866
"470",2009,"tt1136608","District 9","FAIL",30000000,"115646235","215196627",32571948,125560771,233645777,359206548
"471",2009,"tt1127180","Drag Me to Hell","PASS",30000000,"42100625","91388487",32571948,45709979,99223368,144933347
"472",2009,"tt1191111","Enter the Void","FAIL",16000000,"337997","337997",17371706,366974,366974,733948
"473",2009,"tt0780511","Everybody&#39;s Fine","FAIL",20000000,"9208876","9208876",21714632,9998368,9998368,19996736
"474",2009,"tt0432283","Fantastic Mr. Fox","FAIL",40000000,"21002919","46498922",43429264,22803533,50485349,73288882
"475",2009,"tt1013752","Fast &amp; Furious","FAIL",85000000,"155064265","363064265",92287186,168358172,394190344,562548516
"476",2009,"tt1083456","Fired Up!","FAIL",20000000,"17231291","18608570",21714632,18708557,20203912,38912469
"477",2009,"tt1232776","Fish Tank","PASS",3000000,"374675","5922292",3257195,406796,6430020,6836816
"478",2009,"tt0758746","Friday the 13th","FAIL",17000000,"65002019","91700771",18457437,70574746,99562425,170137171
"479",2009,"tt1201167","Funny People","FAIL",72500000,"51855045","71880305",78715541,56300661,78042718,134343379
"480",2009,"tt0436339","G-Force","FAIL",150000000,"119436770","287389685",162859739,129676275,312028062,441704337
"481",2009,"tt1046173","G.I. Joe: The Rise of Cobra","FAIL",175000000,"150201498","302469017",190003029,163078512,328400169,491478681
"482",2009,"tt1034032","Gamer","FAIL",50000000,"20534907","35062683",54286580,22295397,38068663,60364060
"483",2009,"tt1194263","Get Low","FAIL",7000000,"9176933","9696933",7600121,9963686,10528267,20491953
"484",2009,"tt1289406","Harry Brown","FAIL",7300000,"1818681","6294140",7925841,1974599,6833747,8808346
"485",2009,"tt0417741","Harry Potter and the Half-Blood Prince","PASS",250000000,"301959197","934416487",271432899,327846641,1014525504,1342372145
"486",2009,"tt1001508","He&#39;s Just Not That Into You","PASS",40000000,"93953653","178390243",43429264,102008450,193683923,295692373
"488",2009,"tt1045772","I Love You Phillip Morris","FAIL",13000000,"2037459","15144685",14114511,2212134,16443063,18655197
"489",2009,"tt1155056","I Love You, Man","FAIL",40000000,"71440011","91729503",43429264,77564677,99593620,177158297
"490",2009,"tt1080016","Ice Age: Dawn of the Dinosaurs","FAIL",90000000,"196573705","886968695",97715844,213426283,963009937,1176436220
"491",2009,"tt0361748","Inglourious Basterds","FAIL",70000000,"120831050","316971720",76001212,131190089,344146212,475336301
"492",2009,"tt1057500","Invictus","FAIL",49000000,"37491364","124491364",53200848,40705558,135164207,175869765
"493",2009,"tt1230414","It&#39;s Complicated","PASS",85000000,"112735375","224614744",92287186,122400359,243871325,366271684
"494",2009,"tt1131734","Jennifer&#39;s Body","PASS",16000000,"16204793","32832166",17371706,17594056,35646920,53240976
"495",2009,"tt1135503","Julie &amp; Julia","PASS",40000000,"94125426","126646119",43429264,102194949,137503693,239698642
"496",2009,"tt0448011","Knowing","FAIL",50000000,"79957634","187858642",54286580,86812530,203964063,290776593
"497",2009,"tt1197624","Law Abiding Citizen","FAIL",53000000,"73357727","131159781",57543775,79646802,142404318,222051120
"498",2009,"tt0808526","Life During Wartime","PASS",4500000,"281447","281447",4885792,305576,305576,611152
"499",2009,"tt1149361","Micmacs (Micmacs &agrave; tire-larigot)","FAIL",42000000,"1259693","11756922",45600727,1367688,12764862,14132550
"500",2009,"tt0892782","Monsters vs Aliens","FAIL",175000000,"198351526","381687380",190003029,215356519,414410048,629766567
"501",2009,"tt1182345","Moon","FAIL",5000000,"5010163","10676073",5428658,5439692,11591350,17031042
"502",2009,"tt1121977","Mother and Child","PASS",7000000,"1110509","5010509",7600121,1205715,5440068,6645783
"503",2009,"tt1179891","My Bloody Valentine 3D","FAIL",14000000,"51545952","102754998",15200242,55965069,111564348,167529417
"504",2009,"tt1078588","My Sister&#39;s Keeper","PASS",27500000,"49200230","96673002",29857619,53418244,104960933,158379177
"505",2009,"tt0875034","Nine","FAIL",80000000,"19676965","53508858",86858528,21363903,58096258,79460161
"506",2009,"tt1186367","Ninja Assassin","FAIL",50000000,"38122883","61622883",54286580,41391219,66905911,108297130
"507",2009,"tt1266029","Nowhere Boy","FAIL",1900000,"1445366","7785229",2062890,1569280,8452669,10021949
"508",2009,"tt1235796","Ondine","PASS",12000000,"550472","550472",13028779,597665,597665,1195330
"509",2009,"tt1532957","Paa","FAIL",4300000,"199228","9791282",4668646,216308,10630704,10847012
"510",2009,"tt1188729","Pandorum","FAIL",40000000,"10330853","17033431",43429264,11216534,18493734,29710268
"511",2009,"tt1003034","Perrier&#39;s Bounty","FAIL",6600000,"828","828",7165829,899,899,1798
"512",2009,"tt0762125","Planet 51","FAIL",60000000,"42194060","108996113",65143896,45811424,118340524,164151948
"513",2009,"tt0929632","Precious: Based on the Novel Push by Sapphire","PASS",10000000,"47566524","68722848",10857316,51644478,74614567,126259045
"514",2009,"tt1152836","Public Enemies","FAIL",102500000,"97104620","210379983",111287489,105429554,228416195,333845749
"515",2009,"tt0465580","Push","PASS",38000000,"31811527","44411527",41257801,34538780,48218998,82757778
"516",2009,"tt0988045","Sherlock Holmes","FAIL",90000000,"209028679","498438212",97715844,226949041,541170116,768119157
"517",2009,"tt1017460","Splice","PASS",30000000,"17010170","22461001",32571948,18468479,24386618,42855097
"518",2009,"tt0796366","Star Trek","PASS",140000000,"257730019","385680446",152002424,279825625,418745446,698571071
"519",2009,"tt0473705","State of Play","PASS",60000000,"37017955","91445389",65143896,40191563,99285148,139476711
"520",2009,"tt0986263","Surrogates","FAIL",80000000,"38577772","119668350",86858528,41885106,129927709,171812815
"521",2009,"tt0438488","Terminator Salvation","FAIL",200000000,"125322469","371628539",217146319,136066564,403488847,539555411
"522",2009,"tt0878804","The Blind Side","FAIL",35000000,"255959475","305705795",38000606,277903289,331914441,609817730
"523",2009,"tt1131729","The Boat That Rocked","FAIL",50000000,"8017467","37472651",54286580,8704817,40685241,49390058
"524",2009,"tt1300851","The Boondock Saints II: All Saints Day","FAIL",8000000,"10273187","10273187",8685853,11153924,11153924,22307848
"525",2009,"tt0362478","The Box","PASS",25000000,"15051977","26341896",27143290,16342407,28600229,44942636
"526",2009,"tt0896923","The City of Your Final Destination","PASS",8300000,"493296","1353296",9011572,535587,1469316,2004903
"527",2009,"tt1144884","The Final Destination","PASS",40000000,"66477700","187384627",43429264,72176939,203449410,275626349
"528",2009,"tt1220198","The Fourth Kind","PASS",10000000,"26218170","49486874",10857316,28465896,53729463,82195359
"529",2009,"tt1132620","The Girl with the Dragon Tattoo","FAIL",90000000,"102515793","233170238",97715844,111304636,253160295,364464931
"530",2009,"tt1103982","The Girlfriend Experience","FAIL",1300000,"695840","1005840",1411451,755495,1092072,1847567
"531",2009,"tt1247662","The Good Guy","PASS",10000000,"100688","100688",10857316,109320,109320,218640
"532",2009,"tt1119646","The Hangover","FAIL",35000000,"277322503","469553471",38000606,301097804,509809040,810906844
"533",2009,"tt1054606","The Imaginarium of Doctor Parnassus","FAIL",30000000,"7689607","64352607",32571948,8348849,69869659,78218508
"534",2009,"tt1130080","The Informant!","FAIL",22000000,"33316821","41771168",23886095,36173125,45352277,81525402
"535",2009,"tt1058017","The Invention of Lying","FAIL",18500000,"18451251","32679264",20086035,20033106,35480909,55514015
"536",2009,"tt0824758","The Last Station","PASS",18000000,"6617867","15696146",19543169,7185227,17041802,24227029
"537",2009,"tt0380510","The Lovely Bones","PASS",95000000,"44114232","94894448",103144502,47896216,103029901,150926117
"538",2009,"tt1234548","The Men Who Stare at Goats","FAIL",24000000,"32428195","67348218",26057558,35208316,73122088,108330404
"539",2009,"tt0790712","The Messenger","FAIL",6500000,"1109660","1409660",7057255,1204793,1530512,2735305
"540",2009,"tt0780521","The Princess and the Frog","PASS",105000000,"104400899","270997378",114001818,113351355,294230416,407581771
"541",2009,"tt1041829","The Proposal","FAIL",40000000,"163958031","314709717",43429264,178014415,341690283,519704698
"542",2009,"tt0898367","The Road","FAIL",25000000,"8114270","27614270",27143290,8809919,29981685,38791604
"543",2009,"tt0485601","The Secret of Kells","FAIL",8000000,"690290","2600916",8685853,749470,2823897,3573367
"544",2009,"tt0821642","The Soloist","FAIL",60000000,"31720158","38454152",65143896,34439578,41750888,76190466
"545",2009,"tt1111422","The Taking of Pelham 123","FAIL",110000000,"65452312","152364370",119430476,71063643,165426811,236490454
"546",2009,"tt0452694","The Time Traveler&#39;s Wife","FAIL",39000000,"63414846","98666635",42343532,68851502,107125483,175976985
"547",2009,"tt1142988","The Ugly Truth","FAIL",38000000,"88915214","205230042",41257801,96538057,222824741,319362798
"548",2009,"tt1139668","The Unborn","PASS",16000000,"42670410","78208812",17371706,46328612,84913778,131242390
"549",2009,"tt0962736","The Young Victoria","PASS",35000000,"11001272","31878891",38000606,11944429,34611919,46556348
"550",2009,"tt1055369","Transformers: Revenge of the Fallen","PASS",210000000,"402111870","836519699",228003635,436585563,908235868,1344821431
"551",2009,"tt1049413","Up","FAIL",175000000,"293004164","731542621",190003029,318123879,794258938,1112382817
"552",2009,"tt1193138","Up in the Air","FAIL",30000000,"83823381","166842739",32571948,91009693,181146433,272156126
"554",2009,"tt0409459","Watchmen","FAIL",138000000,"107509799","184068357",149830960,116726786,199848831,316575617
"555",2009,"tt1178663","Whatever Works","FAIL",15000000,"5306706","35106706",16285974,5761658,38116460,43878118
"556",2009,"tt0386117","Where the Wild Things Are","FAIL",100000000,"77233467","99123656",108573160,83854815,107621685,191476500
"557",2009,"tt1172233","Whip It","PASS",15000000,"13043363","18856151",16285974,14161591,20472719,34634310
"558",2009,"tt0365929","Whiteout","PASS",35000000,"10275638","12254746",38000606,11156585,13305365,24461950
"559",2009,"tt0458525","X-Men Origins: Wolverine","FAIL",150000000,"179883157","374825760",162859739,195304827,406960171,602264998
"561",2009,"tt0403702","Youth in Revolt","FAIL",18000000,"15285588","19685588",19543169,16596046,21373265,37969311
"562",2009,"tt1156398","Zombieland","PASS",23600000,"75590286","102236596",25623266,82070762,111001503,193072265
"563",2008,"tt0478087","21","PASS",35000000,"81159365","157852532",37878971,87835235,170836899,258672134
"564",2008,"tt0800308","Appaloosa","FAIL",20000000,"20211394","27735474",21645126,21873909,30016892,51890801
"565",2008,"tt0455824","Australia","FAIL",130000000,"49554002","215080810",140693320,53630131,232772564,286402695
"566",2008,"tt0871426","Baby Mama","PASS",30000000,"60494212","64391484",32467689,65470243,69688090,135158333
"567",2008,"tt0799934","Be Kind Rewind","FAIL",20000000,"11175164","30894247",21645126,12094392,33435494,45529886
"568",2008,"tt0960731","Bedtime Stories","PASS",80000000,"110101975","218357961",86580505,119158557,236319281,355477838
"569",2008,"tt0861689","Blindness","PASS",25000000,"3073392","20052958",27056408,3326198,21702440,25028638
"570",2008,"tt0397892","Bolt","PASS",150000000,"114053759","313953759",162338447,123435400,339778437,463213837
"571",2008,"tt0887883","Burn After Reading","FAIL",37000000,"60355347","163415735",40043484,65319955,176857711,242177666
"572",2008,"tt0824747","Changeling","PASS",55000000,"35739802","113805580",59524097,38679626,123166807,161846433
"573",2008,"tt0892255","Che: Part One","FAIL",58000000,"293708","30118557",62770866,317867,32595998,32913865
"574",2008,"tt0970411","City of Ember","PASS",38000000,"7871693","11817059",41125740,8519189,12789087,21308276
"575",2008,"tt1060277","Cloverfield","PASS",25000000,"80048433","170764033",27056408,86632922,184810452,271443374
"577",2008,"tt0452608","Death Race","FAIL",65000000,"36316032","72516819",70346660,39303255,78481785,117785040
"578",2008,"tt1034303","Defiance","PASS",50000000,"28644813","42268745",54112816,31001030,45745616,76746646
"579",2008,"tt0832266","Definitely, Maybe","PASS",7000000,"32241649","55863786",7575794,34893728,60458935,95352663
"580",2008,"tt0483607","Doomsday","PASS",33000000,"11008770","21621188",35714458,11914311,23399667,35313978
"581",2008,"tt0918927","Doubt","PASS",20000000,"33446470","50946957",21645126,36197653,55137666,91335319
"582",2008,"tt1059786","Eagle Eye","FAIL",80000000,"101440743","178066569",86580505,109784884,192713668,302498552
"583",2008,"tt0808244","Easy Virtue","PASS",14000000,"2656784","12656784",15151588,2875321,13697884,16573205
"584",2008,"tt1129423","Fireproof","FAIL",500000,"33456317","33473297",541128,36208310,36226687,72434997
"585",2008,"tt0486321","Fly Me to the Moon","FAIL",25000000,"14543943","57546746",27056408,15740274,62280329,78020603
"586",2008,"tt0800039","Forgetting Sarah Marshall","PASS",30000000,"63172463","105173042",32467689,68368797,113824188,182192985
"587",2008,"tt0369436","Four Christmases","PASS",80000000,"120146040","163546040",86580505,130028810,176998734,307027544
"588",2008,"tt0870111","Frost/Nixon","FAIL",29000000,"18622031","28144586",31385433,20153811,30459656,50613467
"589",2008,"tt0978759","Frozen River","PASS",1000000,"2511476","6030129",1082256,2718061,6526145,9244206
"590",2008,"tt0876563","Gake no ue no Ponyo","PASS",34000000,"15090399","205312666",36796715,16331680,222200929,238532609
"591",2008,"tt0995039","Ghost Town","FAIL",20000000,"13252641","26612350",21645126,14342754,28801384,43144138
"592",2008,"tt1205489","Gran Torino","FAIL",25000000,"148095302","274543085",27056408,160277075,297125986,457403061
"593",2008,"tt1104733","Hamlet 2","PASS",9000000,"4886216","4898285",9740307,5288138,5301200,10589338
"594",2008,"tt0448157","Hancock","FAIL",150000000,"227946274","624346274",162338447,246696294,675702695,922398989
"595",2008,"tt1227929","Herb &amp; Dorothy","PASS",82500000,"75986503","160388063",89286146,82236872,173580993,255817865
"596",2008,"tt0962726","High School Musical 3: Senior Year","PASS",11000000,"90559416","274392880",11904819,98008500,296963426,394971926
"597",2008,"tt0465502","Igor","FAIL",30000000,"19528602","31013349",32467689,21134953,33564393,54699346
"598",2008,"tt0780536","In Bruges","FAIL",15000000,"7800825","34533783",16233845,8442492,37374405,45816897
"599",2008,"tt0367882","Indiana Jones and the Kingdom of the Crystal Skull","FAIL",185000000,"317023851","786558145",200217418,343101064,851257517,1194358581
"600",2008,"tt0494238","Inkheart","PASS",60000000,"17303424","58051454",64935379,18726740,62826552,81553292
"601",2008,"tt0371746","Iron Man","FAIL",186000000,"318604126","582443126",201299674,344811326,630352749,975164075
"602",2008,"tt0373051","Journey to the Center of the Earth","FAIL",45000000,"101704370","240904370",48701534,110070196,260720275,370790471
"603",2008,"tt0489099","Jumper","FAIL",82500000,"81168265","223113205",89286146,87844867,241465674,329310541
"604",2008,"tt0441773","Kung Fu Panda","FAIL",130000000,"215434591","631910531",140693320,233155446,683889160,917044606
"605",2008,"tt1139797","L&aring;t den r&auml;tte komma in (Let the Right One In)","FAIL",4500000,"2122085","12247682",4870153,2296640,13255131,15551771
"606",2008,"tt0866439","Made of Honor","FAIL",40000000,"46012734","106548738",43290252,49797572,115313044,165110616
"607",2008,"tt0467197","Max Payne","PASS",35000000,"40687294","85761789",37878971,44034081,92816237,136850318
"608",2008,"tt0765476","Meet Dave","FAIL",60000000,"11803254","50648806",64935379,12774146,54814990,67589136
"609",2008,"tt1013753","Milk","FAIL",20000000,"31841299","57293371",21645126,34460447,62006112,96466559
"610",2008,"tt1046997","Miracle at St. Anna","FAIL",45000000,"7916887","9110458",48701534,8568101,9859851,18427952
"611",2008,"tt0981227","Nick and Norah&#39;s Infinite Playlist","PASS",10000000,"31487293","33544594",10822563,34077322,36303849,70381171
"612",2008,"tt0410377","Nim&#39;s Island","PASS",37000000,"48006762","94081683",40043484,51955621,101820495,153776116
"613",2008,"tt0910936","Pineapple Express","FAIL",26000000,"87341380","101549277",28138664,94525760,109902346,204428106
"614",2008,"tt1226681","Pontypool","FAIL",1500000,"3865","31916",1623384,4183,34541,38724
"615",2008,"tt0368563","Possession","PASS",25000000,"10103647","14805812",27056408,10934736,16023683,26958419
"616",2008,"tt0926129","Prom Night","PASS",18000000,"43869350","57109687",19480614,47477881,61807319,109285200
"617",2008,"tt0830515","Quantum of Solace","FAIL",230000000,"169368427","591692078",248918952,183300049,640362486,823662535
"618",2008,"tt1082868","Quarantine","PASS",12000000,"31691811","41291811",12987076,34298662,44688323,78986985
"619",2008,"tt1084950","Rachel Getting Married","PASS",12000000,"12796861","13326864",12987076,13849484,14423083,28272567
"620",2008,"tt0959337","Revolutionary Road","PASS",45000000,"22911480","79564960",48701534,24796094,86109680,110905774
"621",2008,"tt1032755","RocknRolla","FAIL",18000000,"5700626","27794339",19480614,6169538,30080599,36250137
"622",2008,"tt0814314","Seven Pounds","PASS",54000000,"69951824","166617328",58441841,75705803,180322655,256028458
"623",2008,"tt1000774","Sex and the City","PASS",57500000,"152647258","415247258",62229738,165203458,449403966,614607424
"624",2008,"tt1010048","Slumdog Millionaire","FAIL",14000000,"141319928","384519665",15151588,152944384,416148834,569093218
"625",2008,"tt0811080","Speed Racer","PASS",120000000,"43945766","93394462",129870757,47560583,101076746,148637329
"627",2008,"tt0838283","Step Brothers","FAIL",65000000,"100468793","128468793",70346660,108732985,139036162,247769147
"628",2008,"tt0862846","Sunshine Cleaning","PASS",5000000,"12062558","16462558",5411282,13054780,17816707,30871487
"629",2008,"tt0383028","Synecdoche, New York","FAIL",20000000,"3083538","4383538",21645126,3337178,4744112,8081290
"630",2008,"tt0936501","Taken","PASS",25000000,"145000989","226941585",27056408,156928235,245608963,402537198
"631",2008,"tt0200465","The Bank Job","PASS",20000000,"30060660","66143005",21645126,32533339,71583685,104117024
"632",2008,"tt0844286","The Brothers Bloom","FAIL",20000000,"3531756","5531756",21645126,3822265,5986778,9809043
"633",2008,"tt0499448","The Chronicles of Narnia: Prince Caspian","PASS",225000000,"141621490","419490286",243507670,153270751,453996009,607266760
"634",2008,"tt0421715","The Curious Case of Benjamin Button","FAIL",160000000,"127509326","329809326",173161010,137997773,356938225,494935998
"635",2008,"tt0468569","The Dark Knight","FAIL",185000000,"533345358","1002891358",200217418,577216380,1085385502,1662601882
"636",2008,"tt0970416","The Day the Earth Stood Still","PASS",80000000,"79366978","233066978",86580505,85895413,252238208,338133621
"637",2008,"tt0406759","The Eye","PASS",12000000,"31418697","56918697",12987076,34003083,61600619,95603702
"638",2008,"tt0865556","The Forbidden Kingdom","FAIL",55000000,"52075270","129075270",59524097,56358790,139692526,196051316
"639",2008,"tt0852713","The House Bunny","PASS",25000000,"48237389","70237389",27056408,52205219,76014858,128220077
"640",2008,"tt0887912","The Hurt Locker","FAIL",15000000,"17017811","49894223",16233845,18417633,53998338,72415971
"641",2008,"tt0800080","The Incredible Hulk","FAIL",137500000,"134806913","263417913",148810243,145895632,285085699,430981331
"642",2008,"tt0981072","The Lucky Ones","PASS",14000000,"266967","266967",15151588,288927,288927,577854
"643",2008,"tt0467200","The Other Boleyn Girl","PASS",40000000,"26814957","77714957",43290252,29020656,84107503,113128159
"644",2008,"tt0976051","The Reader","FAIL",32500000,"34194407","113019290",35173330,37007113,122315840,159322953
"645",2008,"tt0416212","The Secret Life of Bees","PASS",11000000,"37770162","39984023",11904819,40876996,43272961,84149957
"646",2008,"tt1018785","The Sisterhood of the Traveling Pants 2","PASS",27000000,"44089964","44270131",29220920,47716642,47911629,95628271
"647",2008,"tt0482606","The Strangers","FAIL",9000000,"52597610","83051676",9740307,56924095,89883201,146807296
"648",2008,"tt420238","The Tale of Despereaux","PASS",60000000,"50877145","90482317",64935379,55062111,97925059,152987170
"649",2008,"tt0430770","The Women","PASS",16000000,"26902075","50103808",17316101,29114940,54225162,83340102
"650",2008,"tt1125849","The Wrestler","FAIL",6000000,"26238243","46634275",6493538,28396504,50470238,78866742
"652",2008,"tt0800241","Transsiberian","PASS",15000000,"2203641","6379575",16233845,2384904,6904335,9289239
"653",2008,"tt0942385","Tropic Thunder","FAIL",90000000,"110461307","188163455",97403068,119547447,203641087,323188534
"654",2008,"tt1099212","Twilight","PASS",37000000,"192769854","397923934",40043484,208626391,430655689,639282080
"655",2008,"tt0985699","Valkyrie","FAIL",90000000,"83077762","203902107",97403068,89911432,220674342,310585774
"656",2008,"tt0497465","Vicky Cristina Barcelona","PASS",16000000,"23216709","104504817",17316101,25126430,113100998,138227428
"657",2008,"tt0910970","WALL-E","FAIL",180000000,"223808164","532590994",194806136,242217798,576399965,818617763
"658",2008,"tt1185616","Waltz with Bashir","FAIL",2000000,"2283849","11125664",2164513,2471710,12040820,14512530
"659",2008,"tt0493464","Wanted","FAIL",75000000,"134508551","342416460",81169223,145572728,370582375,516155103
"660",2008,"tt0494652","Welcome Home, Roscoe Jenkins","FAIL",27500000,"42436517","43607627",29762049,45927188,47194630,93121818
"661",2008,"tt1152850","Wendy and Lucy","PASS",300000,"865695","1416046",324677,936904,1532525,2469429
"662",2008,"tt1033643","What Happens In Vegas","PASS",35000000,"80277646","218535708",37878971,86880989,236511649,323392638
"663",2008,"tt1068680","Yes Man","FAIL",50000000,"97690976","225990976",54112816,105726675,244580160,350306835
"665",2007,"tt0450385","1408","PASS",22500000,"71985628","131263370",25279728,80878983,147480104,228359087
"666",2007,"tt0463854","28 Weeks Later","PASS",15000000,"28638916","64232714",16853152,32177067,72168247,104345314
"667",2007,"tt0381849","3:10 to Yuma","FAIL",48000000,"53606916","71171825",53930087,60229701,79964640,140194341
"668",2007,"tt0389722","30 Days of Night","FAIL",30000000,"39568996","80276156",33706305,44457488,90193752,134651240
"669",2007,"tt0411061","88 Minutes","FAIL",30000000,"16930884","32955399",33706305,19022584,37026824,56049408
"670",2007,"tt0445922","Across the Universe","PASS",45000000,"24343673","29367143",50559457,27351175,32995262,60346437
"671",2007,"tt0783233","Atonement","PASS",30000000,"50980159","130200290",33706305,57278425,146285687,203564112
"672",2007,"tt0416508","Becoming Jane","PASS",16500000,"18663911","39364948",18538467,20969716,44228231,65197947
"673",2007,"tt0442933","Beowulf","PASS",150000000,"82195215","194995215",168531522,92349898,219085603,311435501
"674",2007,"tt0445934","Blades of Glory","PASS",61000000,"118594548","145594548",68536152,133246132,163581806,296827938
"675",2007,"tt0398808","Bridge to Terabithia","PASS",25000000,"82234139","137984788",28088587,92393631,155031909,247425540
"676",2007,"tt0283503","Brooklyn Rules","PASS",8000000,"458232","458232",8988348,514844,514844,1029688
"677",2007,"tt0423977","Charlie Bartlett","FAIL",12000000,"3950294","5295909",13482522,4438327,5950184,10388511
"678",2007,"tt0472062","Charlie Wilson&#39;s War","PASS",75000000,"66661095","119512771",84265761,74896639,134277795,209174434
"679",2007,"tt0795368","Death at a Funeral","PASS",21000000,"42739347","48977233",23594413,48019515,55028051,103047566
"680",2007,"tt0848557","Diary of the Dead","PASS",2750000,"952620","5394447",3089745,1070310,6060896,7131206
"681",2007,"tt0486822","Disturbia","PASS",20000000,"80209692","117573043",22470870,90119077,132098426,222217503
"682",2007,"tt0765443","Eastern Promises","PASS",50000000,"17181265","55367342",56177174,19303898,62207616,81511514
"683",2007,"tt0461770","Enchanted","PASS",85000000,"127706877","340384141",95501196,143484229,382436383,525920612
"684",2007,"tt0486576","Fantastic Four: Rise of the Silver Surfer","FAIL",120000000,"131921738","288215319",134825218,148219809,323822443,472042252
"685",2007,"tt0452623","Gone Baby Gone","PASS",19000000,"20300218","34619699",21347326,22808178,38896737,61704915
"686",2007,"tt0427327","Hairspray","PASS",75000000,"118871849","202871849",84265761,133557691,227935344,361493035
"687",2007,"tt0373883","Halloween","PASS",15000000,"58269151","77514401",16853152,65467925,87090800,152558725
"688",2007,"tt0367959","Hannibal Rising","FAIL",50000000,"27669725","80583311",56177174,31088139,90538854,121626993
"689",2007,"tt0373889","Harry Potter and the Order of the Phoenix","PASS",150000000,"292004738","942943935",168531522,328080020,1059438513,1387518533
"690",2007,"tt0465494","Hitman","FAIL",17500000,"39687694","99965792",19662011,44590850,112315914,156906764
"691",2007,"tt0498353","Hostel: Part II","PASS",7500000,"17544812","33606409",8426576,19712359,37758262,57470621
"692",2007,"tt0425112","Hot Fuzz","FAIL",16000000,"23618786","81742618",17976696,26536733,91841386,118378119
"693",2007,"tt0787475","Hot Rod","FAIL",25000000,"13938332","14334401",28088587,15660322,16105323,31765645
"694",2007,"tt0480249","I Am Legend","PASS",150000000,"256393010","585410052",168531522,288068696,657733649,945802345
"695",2007,"tt0758758","Into the Wild","FAIL",20000000,"18354356","56395211",22470870,20621917,63362472,83984389
"696",2007,"tt0467406","Juno","PASS",7000000,"143495265","231450102",7864804,161223170,260044254,421267424
"697",2007,"tt0478311","Knocked Up","PASS",27500000,"148761765","219154490",30897446,167140312,246229599,413369911
"698",2007,"tt0805564","Lars and the real Girl","PASS",12500000,"5956480","10553442",14044294,6692364,11857251,18549615
"699",2007,"tt0337978","Live Free or Die Hard","FAIL",110000000,"134529403","383531464",123589783,151149634,430914277,582063911
"700",2007,"tt0465538","Michael Clayton","FAIL",21500000,"49033882","92987651",24156185,55091699,104475669,159567368
"701",2007,"tt0758766","Music and Lyrics","FAIL",40000000,"50572589","145021477",44941739,56820503,162937935,219758438
"702",2007,"tt0477348","No Country for Old Men","FAIL",25000000,"74273505","164051250",28088587,83449513,184318713,267768226
"703",2007,"tt0481141","No Reservations","PASS",28000000,"43107979","91665799",31459218,48433689,102990511,151424200
"704",2007,"tt1179904","Paranormal Activity","FAIL",450000,"107918810","194183034",505595,121251476,218173082,339424558
"705",2007,"tt0808417","Persepolis","PASS",7300000,"4443403","22742498",8201867,4992356,25552185,30544541
"706",2007,"tt0449088","Pirates of the Caribbean: At World&#39;s End","PASS",300000000,"309420425","960996492",337063045,347647302,1079721346,1427368648
"707",2007,"tt0477071","Premonition","PASS",20000000,"47852604","81461343",22470870,53764481,91525361,145289842
"708",2007,"tt0382932","Ratatouille","FAIL",150000000,"206445654","626549695",168531522,231950669,703955827,935906496
"709",2007,"tt0432021","Resident Evil: Extinction","PASS",45000000,"50648679","146162920",50559457,56905993,164220396,221126389
"710",2007,"tt00293564","Rush Hour 3","FAIL",180000000,"140125968","253025968",202237827,157437618,284285677,441723295
"711",2007,"tt0822854","Shooter","FAIL",60000000,"47003582","95703582",67412609,52810568,107527136,160337704
"712",2007,"tt0413267","Shrek the Third","PASS",160000000,"322719944","807330936",179766957,362589890,907071412,1269661302
"713",2007,"tt0964587","St. Trinian&#39;s","PASS",11400000,"15000","22446568",12808396,16853,25219695,25236548
"714",2007,"tt0486655","Stardust","PASS",70000000,"38634938","135556675",78648044,43408033,152303819,195711852
"715",2007,"tt0448134","Sunshine","FAIL",40000000,"3688560","32030610",44941739,4144258,35987783,40132041
"716",2007,"tt0829482","Superbad","FAIL",17500000,"121463226","169863226",19662011,136469216,190848721,327317937
"717",2007,"tt0815244","Sydney White","PASS",16500000,"11892415","13636339",18538467,13361645,15321020,28682665
"718",2007,"tt0780622","Teeth","FAIL",2000000,"347578","2350641",2247087,390519,2641047,3031566
"719",2007,"tt0825232","The Bucket List","FAIL",45000000,"93466502","174310293",50559457,105013679,195845194,300858873
"720",2007,"tt0385752","The Golden Compass","PASS",205000000,"70107728","372234864",230326414,78769081,418222056,496991137
"721",2007,"tt0419887","The Kite Runner","FAIL",20000000,"15800078","74180745",22470870,17752075,83345293,101097368
"723",2007,"tt0425430","The Messengers","PASS",16000000,"35374833","53774833",17976696,39745163,60418363,100163526
"724",2007,"tt0884328","The Mist","PASS",13000000,"25593755","54777490",14606065,28755697,61544892,90300589
"725",2007,"tt0481369","The Number 23","FAIL",32000000,"35193167","77593167",35953391,39541053,87179297,126720350
"726",2007,"tt0775529","The Savages","PASS",9000000,"6623082","10642023",10111891,7441321,11956776,19398097
"727",2007,"tt0780607","The Signal","FAIL",50000,"251150","406299",56177,282178,456495,738673
"728",2007,"tt0462538","The Simpsons Movie","PASS",72500000,"183135014","527071022",81456903,205760152,592187212,797947364
"729",2007,"tt0857191","The Visitor","FAIL",4000000,"9427026","19174817",4494174,10591674,21543741,32135415
